FOS,Friction_Angle,Cohesion,Slope_Angle,Rainfall_Intensity,Rainfall_Duration
1.288,30,20,90,10,20
1.315,30,20,90,10,24
1.374,30,20,90,30,0
1.359,30,20,90,30,1
1.315,30,20,90,30,2
1.311,30,20,90,30,3
1.306,30,20,90,30,4
1.285,30,20,90,30,8
1.3,30,20,90,30,12
1.256,30,20,90,30,16
1.267,30,20,90,30,20
1.254,30,20,90,30,24
1.374,30,20,90,60,0
1.315,30,20,90,60,1
1.341,30,20,90,60,2
1.294,30,20,90,60,3
1.317,30,20,90,60,4
1.283,30,20,90,60,8
1.255,30,20,90,60,12
1.234,30,20,90,60,16
1.225,30,20,90,60,20
1.225,30,20,90,60,24
